icao,name,callsign,country
GAU,Aerogaucho,AEROGAUCHO,Uruguay
GAV,Granada Aviacion,GRANAVI,Spain
GAX,Full Express,GRAND AIRE,United States
GBA,Gulf Air Bahrain,GULF BAHRAIN,Bahrain
GBB,Global Aviation Operations,GLOBE,South Africa
GBE,Gabon Express,GABEX,Gabon
GBJ,Aero Business Charter,GLOBAL JET,Germany
GBK,Gabon Airlines,GABON AIRLINES,Gabon
GBL,GB Airways,GEEBEE AIRWAYS,United Kingdom
GBN,Atlantic Airlines,ATLANTIC GABON,Gabon
GBO,Ogooue Air Cargo,,Gabon
GBR,Rader Aviation,GREENBRIER AIR,United States
GBS,Global Air Services Nigeria,GLOBAL SERVE,Nigeria
GBT,Gold Belt Air Transport,GOLD BELT,Canada
GBX,GB Airlink,ISLAND TIGER,United States
GCA,Grand Cru Airlines,,Lithuania
GCB,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo
GCC,GECAS,GECAS,Ireland
GCF,Aeronor,AEROCARTO,Spain
GCK,Aerogem Cargo,AEROGEM,Ghana
GCN,Gulf Central Airlines,GULF CENTRAL,United States
GCO,Gemini Air Cargo,GEMINI,United States
GCR,Tianjin Airlines,,China
GCS,GCS Air Service,GALION,United States
GDA,GoldAir,AIR PARTNER,United Kingdom
GDB,Gendarmerie Belge,BELGIAN GENERMERIE,Belgium
GDC,Grand China Air,GRAND CHINA,China
GDD,Golden Airlines,GOLDEN AIRLINES,United States
GDE,Servicios Aereos Gadel,GADEL,Mexico
GDG,S.P. Aviation,GOLDEN GATE,United States
GDH,Guneydogu Havacilik Isletmesi,RISING SUN,Turkey
GDK,Goldeck-Flug,GOLDECK FLUG,Austria
GDN,Gerry's Dnata,,Pakistan
GDQ,Lincoln Air National Guard,,United States
GDR,Gadair European Airlines,GADAIR,Spain
GEA,Guinea Ecuatorial Airlines,GEASA,Equatorial Guinea
GEC,Lufthansa Cargo,LUFTHANSA CARGO,Germany
GED,Europe Air Lines,LANGUEDOC,France
GEE,Geesair,GEESAIR,Canada
GEG,Georgian Airlines,,Georgia
GEN,GENSA,GENSA-BRASIL,Brazil
GER,German International Air Lines,,Germany
GES,Gestair,GESTAIR,Spain
GET,GETRA,GETRA,Equatorial Guinea
GFA,Gulf Air,GULF AIR,Oman
GFC,Gail Force Express,GAIL FORCE,United States
GFD,Gesekkschaft Fur Flugzieldarstellung,KITE,Germany
GFF,Griffin Aviation,GRIFFIN AIR,Cyprus
GFG,Georgian National Airlines,NATIONAL,Georgia
GFI,Caribbean Star Airlines,CARIB STAR,Antigua and Barbuda
GFN,The 955 Preservation Group,GRIFFON,United Kingdom
GFO,Aerovias del Golfo,AEROVIAS GOLFO,Mexico
GFS,Gulfstream Airlines,GULFSTAR,United States
GFT,Gulfstream International Airlines,GULF FLIGHT,United States
GFW,GFW Aviation,,Australia
GFY,Greenfly,,Spain
GGA,First Flying Squadron,JAWJA,United States
GGC,Cargo 360,LONG-HAUL,United States
GGE,Gobierno De Guinea Ecuatorial,,Equatorial Guinea
GGF,Georgian Cargo Airlines Africa,GEORGIAN AFRICA,Senegal
GGL,Aeronautica,GIRA GLOBO,Angola
GGN,Air Georgian,GEORGIAN,Canada
GGS,GATSA,GATSA,Mexico
GGV,Houston Jet Services,GREGG AIR,Austria
GGZ,Global Georgian Airways,GLOBAL GEORGIAN,Georgia
GHA,Ghana Airways,GHANA,Ghana
GHB,Ghana International Airlines,GHANA AIRLINES,Ghana
GHI,GH Stansted Limited,,United Kingdom
GHL,Aviance,HANDLING,United Kingdom
GHN,Air Ghana,AIR GHANA,Ghana
GHP,Colvin Aviation,GRASSHOPPER EX,United States
GHS,Gatari Hutama Air Services,GATARI,Indonesia
GHT,Ghadames Air Transport,,Libya
GHV,Ground Handling Service de Mexico,GROUND HANDLING,Mexico
GHY,German Sky Airlines,GERMAN SKY,Germany
GIA,Garuda Indonesia,INDONESIA,Indonesia
GIB,GR-Avia,GRAVIA,Guinea
GIC,Compagnie de Bauxites de Guinee,CEBEGE,Guinea
GIE,Elysian Airlines,,Cameroon
GIF,Guinee Airlines,GUINEE AIRLINES,Guinea
GIG,Gacela Air Cargo,GACELA AIR,Mexico
GIH,Union des Transports Africains de Guinee,TRANSPORT AFRICAIN,Guinea
GIJ,Guinea Airways,GUINEA AIRWAYS,Guinea
GIK,Seba Airlines,SEBA,Guinea
GIL,African International Transport,AFRICAN TRANSPORT,Guinea
GIP,Air Guinee Express,FUTURE EXPRESS,Guinea
GIQ,Guinee Paramount Airlines,GUIPAR,Guinea
GIY,Probiz Guinee,PROBIZ,Guinea
GIZ,Africa Airlines,AFRILENS,Guinea
GJA,Globe Jet,,Lebanon
GJB,Trans-Air-Link,SKY TRUCK,United States
GJS,GoJet Airlines,GATEWAY,United States
GJT,Gestion Aerea Ajecutiva,BANJET,Spain
GKA,US Army Parachute Team,GOLDEN KNIGHTS,United States
GLA,Great Lakes Airlines,LAKES AIR,United States
GLB,Air Castle Corporation / Global Airways,GLO-AIR,United States
GLC,Global Aircargo,,Bahrain
GLD,Golden Star Air Cargo,GOLDEN STAR,Sudan
GLE,Goliaf Air,GOLIAF AIR,Sao Tome and Principe
GLF,Gulfstream Aerospace,GULFSTREAM TEST,United States
GLG,Aerolineas Galapagos (Aerogal),AEROGAL,Ecuador
GLJ,Global Jet Austria,GLOBAL AUSTRIA,Austria
GLL,Air Gemini,TWINS,Angola
GLO,Gol Transportes Aéreos,GOL TRANSPORTE,Brazil
GLP,Globus,,Russia
GLQ,El Quilada International Aviation,QUILADA,Sudan
GLR,Central Mountain Air,GLACIER,Canada
GLS,Galaircervis,GALS,Ukraine
GLT,Aero Charter,GASLIGHT,United States
GLU,Great Lakes Airways (Uganda),LAKES CARGO,Uganda
GLW,Global Wings,,Japan
GMA,Gama Aviation,GAMA,United Kingdom
GMC,General Motors,GENERAL MOTORS,United States
GME,Aguilas Mayas Internacional,MAYAN EAGLES,Guatemala
GMG,GM Helicopters,GEE-EM HELICOPTERS,Latvia
GMH,Hughes Aircraft Company,HUGHES EXPRESS,United States
GMI,Germania,GERMANIA,Germany
GMJ,Gamisa Aviacion,GAMISA,Spain
GML,G & L Aviation,GEEANDEL,South Africa
GMM,Aerotaxis Guamuchil,AEROGUAMUCHIL,Mexico
GMR,Golden Myanmar Airlines,Golden Myanmar,Burma
GMS,Aeroservicios Gama,SERVICIOS GAMA,Mexico
GMT,Grupoaereo Monterrey,GRUPOMONTERREY,Mexico
GNA,Servicios Aereos Gana,SERVIGANA,Mexico
GNC,Guinea Cargo,GUINEA CARGO,Equatorial Guinea
GND,Grand Airways,GRAND VEGAS,United States
GNF,Gandalf Airlines,Gandalf,Italy
GNJ,Gain Jet Aviation,HERCULES JET,Greece
GNL,135 Airways,GENERAL,United States
GNN,Georgian International Airlines,GEO-LINE,Georgia
GNR,Gambia International Airlines,GAMBIA INTERNATIONAL,Gambia
GNS,Eastern Executive Air Charter,GENESIS,United Kingdom
GNT,Amber Air,GINTA,Lithuania
GNX,Genex,,Belarus
GNY,German Navy,GERMAN NAVY,Germany
GNZ,General Aviation,GONZO,Poland
GOA,Alberta Government,ALBERTA,Canada
GOB,Dash Aviation,PILGRIM,United Kingdom
GOD,GoDutch,,Netherlands
GOE,Go Fly (United Kingdom),Go Flight,United Kingdom
GOF,Gof-Air,GOF-AIR,Mexico
GOI,Gofir,SWISS HAWK,Switzerland
GOJ,EuroJet Aviation,GOJET,United Kingdom
GOL,Cardolaar,CARGOLAAR,Namibia
GOM,Gomel Airlines,GOMEL,Belarus
GOR,Gorlitsa Airlines,GORLITSA,Ukraine
GOS,Goldfields Air Services,,Australia
GOT,Walter I Linkoping,GOTHIC,Sweden
GOW,Go Air,GOAIR,India
GPA,Golden Pacific Airlines,GOLDEN PAC,United States
GPC,Gulf Pearl Air Lines,AIR GULFPEARL,Libya
GPD,Tradewind Aviation,GOODSPEED,United States
GPE,GP Express Airlines,REGIONAL EXPRESS,United States
GPL,DLR,GERMAN POLAR,Germany
GPM,Grup Air-Med,GRUPOMED,Spain
GPR,GPM Aeroservicio,GPM AEROSERVICIO,Mexico
GRA,Great American Airways,GREAT AMERICAN,United States
GRD,National Grid,GRID,United Kingdom
GRE,Air Scotland,GREECE AIRWAYS,Greece
GRG,Air Georgia,AIR GEORGIA,Georgia
GRI,Air Cargo Center,,Sao Tome and Principe
GRL,Air Greenland,GREENLAND,Denmark
GRN,Rio Grande Air,GRANDE,United States
GRO,Allegro,ALLEGRO,Mexico
GRP,Great Plains Airlines,GREAT PLAINS,United States
GRR,Agroar - Trabalhos Aereos,AGROAR,Portugal
GRS,Golden Rule Airlines,GOLDEN RULE,Kyrgyzstan
GRT,Gabon-Air-Transport,,Gabon
GRV,Vernicos Aviation,NIGHT RIDER,Greece
GRX,Aircompany Grodno,GRODNO,Belarus
GRY,New York State Police,GRAY RIDER,United States
GRZ,Government of Zambia Communications Flight,COM FLIGHT,Zambia
GSA,Garden State Airlines,GARDEN STATE,United States
GSJ,Grossmann Jet Service,GROSSJET,Czech Republic
GSK,Global Sky Aircharter,GLOBAL SKY,United States
GSL,Geographic Air Surveys,SURVEY-CANADA,Canada
GSM,Flyglobespan,GLOBESPAN,United Kingdom
GSP,Airlift Alaska,GREEN SPEED,United States
GSS,Global Supply Systems,JET LIFT,United Kingdom
GSV,Agrocentr-Avia,AGRAV,Kazakhstan
GSW,Sky Wings Airlines,,Greece
GSY,Guard Systems,GUARD AIR,Norway
GTA,City Airways,CITY AIR,Thailand
GTC,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GOLDEN WINGS,Turkey
GTH,General Aviation Flying Services,GOTHAM,United States
GTI,Atlas Air,GIANT,United States
GTP,Aerotaxi Grupo Tampico,GRUPOTAMPICO,Mexico
GTR,Gestar,STAR GESTAR,Chile
GTV,Empresa de Aviacion Aerogaviota,GAVIOTA,Cuba
GTX,GTA Air,BIG-DEE,United States
GTY,National Aviation Company,,Egypt
GUA,Aerotaxis de Aguascalientes,AGUASCALIENTES,Mexico
GUF,Gulf African Airlines - Gambia,GULF AFRICAN,
GUG,Aviateca,AVIATECA,Guatemala
GUI,Aguilar Connect,Moonexpress,Chile
GUJ,Gujarat Airways,GUJARATAIR,India
GUL,Gull Air,GULL-AIR,United States
GUM,Gum Air,GUM AIR,Suriname
GUN,Grant Aviation,HOOT,United States
GUS,Guja,GUJA,Mexico
GUY,Air Guyane,GREEN BIRD,French Guiana
GVG,Flygaktiebolaget Gota Vingar,BLUECRAFT,Sweden
GVI,Air Victoria Georgia,IRINA,Georgia
GVN,Gavina,GAVINA,Spain
GWA,Great Western Air,G-W AIR,United States
GWI,Germanwings,GERMAN WINGS,Germany
GWL,Great Wall Airlines,GREAT WALL,China
GWN,Gwyn Aviation,GWYN,United Kingdom
GWS,General Airways,GENAIR,South Africa
GWY,USA3000 Airlines,GETAWAY,United States
GXA,Grixona,GRIXONA,Moldova
GXG,GermanXL,,Germany
GXL,Star XL German Airlines,STARDUST,Germany
GXY,Galaxy Airlines,GALAX,Japan
GYP,Eagle Aviation,GYPSY,United Kingdom
GZA,Excellent Air,EXCELLENT AIR,Germany
GZD,Grizodubova Air Company,GRIZODUBOVA AIR,Russia
GZP,Gazpromavia,GAZPROMAVIA,Russia
HAA,Helicopteros Agroforestal,AGROFORESTAL,Chile
HAC,Henebury Aviation,,Australia
HAD,Air D'Ayiti,HAITI AVIA,Haiti
HAF,Hellenic Air Force,HELLENIC AIR FORCE,Greece
HAG,Hageland Aviation Services,HAGELAND,United States
HAH,Air Comores International,AIR COMORES,Comoros
HAI,Century Aviation International,,Canada
HAJ,Hajvairy Airlines,HAJVAIRY,Pakistan
HAK,Pegasus Helicopters,HELIFALCON,Norway
HAL,Hawaiian Airlines,HAWAIIAN,United States
HAM,Haiti Ambassador Airlines,,Haiti
HAN,Hansung Airlines,HANSUNG AIR,Republic of Korea
HAP,Helicopteros Aero Personal,HELIPERSONAL,Mexico
HAR,Harbor Airlines,HARBOR,United States
HAS,Honduras Airlines,HONDURAS AIR,Honduras
HAT,Air Taxi,TAXI BIRD,France
HAU,Skyhaul,SKYHAUL,Japan
HAV,Havilah Air Services,HAVILAH,Nigeria
HAW,Bangkok Aviation Center,THAI HAWK,Thailand
HAX,Benair,SCOOP,Norway
HAY,Hamburg Airways,,Germany
HBA,Trail Lake Flying Service,HARBOR AIR,United States
HBC,Haitian Aviation Line,HALISA,Haiti
HBH,Hebei Airlines,Hebei Air,China
HBI,CHC Denmark,HELIBIRD,Denmark
HBL,Faroecopter,HELIBLUE,Denmark
HBR,Hebradran Air Services,Hebradran,United Kingdom
HBT,Polizeihubschrauberstaffel Thuringen,HABICHT,Germany
HBU,Universal Avia,KHARKIV UNIVERSAL,Ukraine
HCA,Lake Havasu Air Service,HAVASU,United States
HCB,Helenair (Barbados),HELEN,Barbados
HCC,Holidays Czech Airlines,,Czech Republic
HCL,Helenair Corporation,HELENCORP,Saint Lucia
HCN,Halcyon Air/Bissau Airways,HALCYON,Guinea-Bissau
HCP,Helicopter,HELI CZECH,Czech Republic
HCW,Star1 Airlines,,Lithuania
HCY,Helios Airways,HELIOS,Cyprus
HDA,Dragonair, Hong Kong Dragon Airlines,DRAGON
HDC,Helcopteros De Cataluna,HELICATALUNA,Spain
HDI,Hoteles Dinamicos,DINAMICOS,Mexico
HDR,Helikopterdrift,HELIDRIFT,Norway
HEA,Heliavia-Transporte Aereo,HELIAVIA,Portugal
HEB,Heli Bernina,HELIBERNINA,Switzerland
HEC,Heliservicio Campeche,HELICAMPECHE,Mexico
HED,Herritage Aviation Developments,FLAPJACK,United Kingdom
HEI,Aerohein,AEROHEIN,Chile
HEJ,Hellas Jet,HELLAS JET,Greece
HEL,Helicol,HELICOL,Colombia
HEM,CHC Helicopters,HEMS,Australia
HEN,Helicopteros Y Vehiculos Nacionales Aereos,HELINAC,Mexico
HER,Hex'Air,HEX AIRLINE,France
HET,TAF Helicopters,HELITAF,Spain
HEX,Honiara Cargo Express,HONIARA CARGO,Solomon Islands
HEY,Hellenic Airways,Hellenic,Greece
HFR,Heli France,HELIFRANCE,France
HFY,Hi Fly,SKY FLYER,Portugal
HGA,Hogan Air,HOGAN AIR,United States
HGD,Hangard Aviation,HANGARD,Mongolia
HGH,Atlantic Air Lift,HIGHER,France
HGK,Fika Salaama Airlines,SALAAMA,Uganda
HGR,Hangar 8,HANG,United Kingdom
HHA,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras
HHE,Heli-Holland,HELI HOLLAND,Netherlands
HHH,Helicsa,HELICSA,Spain
HHI,Hamburg International,HAMBURG JET,Germany
HHN,Hahn Air,ROOSTER,Germany
HHO,Houston Helicopters,HOUSTON HELI,United States
HHP,Helenia Helicopter Service,HELENIA,Denmark
HHS,Hi-Jet Helicopter Services,HIJET,Suriname
HIA,Canadian Eagle Aviation,HAIDA,Canada
HIB,Helibravo Aviacao,HELIBRAVO,Portugal
HID,Aviacion Ejecutiva De Hildago,EJECUTIVA HIDALGO,Mexico
HIF,Heli-Iberica Fotogrametria,HIFSA,Spain
HIG,Heli-Inter Guyane,INTER GUYANNE,France
HIN,Holding International Group,HOLDING GROUP,Mexico
HIP,Starship,STARSA,Mexico
HIS,Hispaniola Airways,HISPANIOLA,Dominican Republic
HIT,Helitalia,HELITALIA,Italy
HJA,Air Haiti,AIRHAITI,Haiti
HJE,Servicios Ejecutivos Gosa,GOSA,Mexico
HJL,Hamlin Jet,BIZJET,United Kingdom
HJT,Al Rais Cargo,AL-RAIS CARGO,United Arab Emirates
HKA,Superior Aviation,SPEND AIR,United States
HKE,Hong Kong Express Airways,HONGKONG SHUTTLE,Hong Kong SAR of China
HKG,Government Flying Service,HONGKONG GOVERNMENT,Hong Kong SAR of China
HKH,Air-Invest,HAWKHUNGARY,Hungary
HKI,Hawkaire,HAWKEYE,United States
HKL,Hak Air,HAK AIRLINE,Nigeria
HKN,Jim Hankins Air Service,HANKINS,United States
HKR,Hawk Air,AIR HAW,Argentina
HKS,CHC Helikopter Service,HELIBUS,Norway
HLA,HC Airlines,HEAVYLIFT,United Kingdom
HLB,High-Line Airways,HIGH-LINE,Canada
HLC,Helicap,HELICAP,France
HLD,Grampian Flight Centre,GRANITE,United Kingdom
HLE,UK HEMS,HELIMED,United Kingdom
HLF,Hapagfly,HAPAG LLOYD,Germany
HLG,Helog,HELOG,Switzerland
HLH,Hala Air,HALA AIR,Sudan
HLI,Heli Securite,HELI SAINT-TROPEZ,France
HLK,Heli-Link,HELI-LINK,Switzerland
HLM,Heli Medwest De Mexico,HELIMIDWEST,Mexico
HLO,Samaritan Air Service,HALO,Canada
HLP,Helipistas,HELIPISTAS,Spain
HLR,Heli Air Services,HELI BULGARIA,Bulgaria
HLS,Haiti Air Freight,,Haiti
HLT,Helitafe,HELITAFE,Mexico
HLU,Heli Union Heli Prestations,HELI UNION,France
HLW,Heliworks,HELIWORKS,Chile
HLX,TUIfly,YELLOW CAB,Germany
HMA,Air Tahoma,TAHOMA,United States
HMC,Heliamerica De Mexico,HELIAMERICA,Mexico
HMD,Charlie Hammonds Flying Service,HAMMOND,United States
HMF,Norrlandsflyg,LIFEGUARD SWEDEN,Sweden
HMM,Hamra Air,HAMRA,United Arab Emirates
HMP,Papair Terminal,PAPAIR TERMINAL,Haiti
HMR,North American Charters,HAMMER,Canada
HMS,Hemus Air,HEMUS AIR,Bulgaria
HMT,Air Nova,HAMILTON,Canada
HMV,Homac Aviation,HOMAC,Luxembourg
HMX,Hawk De Mexico,HAWK MEXICO,Mexico
HMY,Harmony Airways,HARMONY,Canada
HNA,Greek Navy,HELLENIC NAVY,Greece
HNR,Haiti National Airlines (HANA),HANAIR,Haiti
HNT,Helicopteros Internacionales,HELICOP INTER,Mexico
HNX,Hankook Airline,HNX,South Korea
HOA,Hola Airlines,HOLA,Spain
HOL,Holiday Airlines,HOLIDAY,United States
HOM,Aero Homex,AERO HOMEX,Mexico
HOR,Horizon Air-Taxi,HORIZON,Switzerland
HOZ,Horizontes Aereos,HORIZONTES AEREOS,Mexico
HPA,Pearl Airways,PEARL AIRWAYS,Haiti
HPJ,Hop-A-Jet,HOPA-JET,United States
HPL,Heliportugal,HELIPORTUGAL,Portugal
HPO,Almiron Aviation,ALMIRON,Uganda
HPR,Rick Lucas Helicopters,HELIPRO,New Zealand
HPS,Horizon Plus,HORIZON PLUS,Bangladesh
HPY,Happy Air,,Thailand
HQO,Avinor,,Norway
HRA,Heli-Iberica,ERICA,Spain
HRB,Haiti International Airline,HAITI AIRLINE,Haiti
HRH,Royal Tongan Airlines,TONGA ROYAL,Tonga
HRI,Skyraidybos Mokymo Centras,HELIRIM,Lithuania
HRM,Hermes Airlines,HERMES,Greece
HRT,Chartright Air,CHARTRIGHT,Canada
HRZ,Croatian Air Force,CROATIAN AIRFORCE,Croatia
HSA,East African Safari Air,DUMA,Kenya
HSE,Compania Helicopteros Del Sureste,HELISURESTE,Spain
HSI,Heliswiss,HELISWISS,Switzerland
HSK,Sky Europe Airlines,MATRA,Slovakia
HSM,Horizon Air for Transport and Training,ALOFUKAIR,Libya
HSO,Campania Helicopteros De Transporte,HELIASTURIAS,Spain
HSP,International Jet Charter,HOSPITAL,United States
HSR,Citylink Airlines,HOOSIER,United States
HSS,Compania Transportes Aereos Del Sur,TAS HELICOPTEROS,Spain
HST,Hellenic Star Airways,Hellenic Star,Greece
HSU,Helisul,HELIS,Portugal
HSV,Svenska Direktflyg,HIGHSWEDE,Sweden
HSY,Sky Helicopteros,HELISKY,Spain
HTA,Helitrans,SCANBIRD,Norway
HTC,Haiti Trans Air,HAITI TRANSAIR,Haiti
HTE,Midwest Helicopters De Mexico,HELICOPTERSMEXICO,Mexico
HTG,Grossmann Air Service,GROSSMANN,Austria
HTH,Helitt Líneas Aéreas,,Spain
HTI,Haiti International Air,HAITI INTERNATIONAL,Haiti
HTL,Jet Link Aviation,HEARTLAND,United States
HTN,Haiti North Airline,,Haiti
HTO,Tango Bravo,HELI TANGO,France
HTP,Heli Trip,HELI TRIP,Mexico
HTR,Holstenair Lubeck,HOLSTEN,Germany
HTS,Helitrans Air Service,HELITRANS,United States
HTT,Air Tchad,HOTEL TANGO,Chad
HUB,Hub Airlines,HUB,United States
HUC,Aerloineas de Techuacan,LINEAS TEHUACAN,Mexico
HUD,Horizons Unlimited,HUD,United States
HUF,Hungarian Air Force,HUNGARIAN AIRFORCE,Hungary
HUR,Miami Air Charter,HURRICANE CHARTER,United States
HUS,Huessler Air Service,HUESSLER,United States
HUT,Aerotransportes Huitzilin,AEROHUITZILIN,Mexico
HUV,Hunair Hungarian Airlines,SILVER EAGLE,Hungary
HUY,Aero Transportes Del Humaya,AERO HUMAYA,Mexico
HVA,Newair,HAVEN-AIR,United States
HVK,Turkish Air Force,TURKISH AIRFORCE,Turkey
HVL,Heavylift International,HEAVYLIFT INTERNATIONAL,United Arab Emirates
HVN,Vietnam Airlines,VIET NAM AIRLINES,Vietnam
HVY,Heavylift Cargo Airlines,HEAVY CARGO,Australia
HWD,HPM Investments,FLITEWISE,United Kingdom
HWY,Highland Airways,HIWAY,United Kingdom
HXA,China Express Airlines,CHINA EXPRESS,China
HYA,Hyack Air,HYACK,Canada
HYC,Hydro Air Flight Operations,HYDRO CARGO,South Africa
HYD,Hydro-Québec,HYDRO,Canada
HYH,Heli Hungary,HELIHUNGARY,Hungary
HYM,Himalayan Airlines,Himalayan,Nepal
HYR,Airlink Airways,HIGHFLYER,Ireland
HZA,Horizon Airlines,,Australia
HZL,Hazelton Airlines,HAZELTON,Australia
HZT,Air Horizon,HORIZON TOGO,Togo
HZX,Citic General Aviation,ZHONGXIN,China
IAA,Indonesian Airlines,INDO LINES,Indonesia
IAC,Indian Airlines,INDAIR,India
IAD,Fly Wex,FLYWEX,Italy
IAE,AC Insat-Aero,,Russia
IAF,Israeli Air Force,,Israel
IAG,EPAG Groupe Air France,EPAG,France
IAI,Israel Aircraft Industries,ISRAEL AIRCRAFT,Israel
IAJ,Islandair Jersey,JARLAND,United Kingdom
IAK,International Air Cargo Corporation,AIR CARGO EGYPT,Egypt
IAM,Aeronautica Militare,Italian Airforce,Italy
IAR,Iliamna Air Taxi,ILIAMNA AIR,United States
IAS,International Air Service,STARFLEET,United States
IAW,Iraqi Airways,IRAQI,Iraq
IAX,International Air Services,INTERAIR SERVICES,Liberia
IAY,Deadalos Flugtbetriebs,IASON,Austria
IBB,Binter Canarias,,Spain
IBC,Ibicenca Air,IBICENCA,Spain
IBE,Iberia Airlines,IBERIA,Spain
IBK,Norwegian Air International (D8),NORTRANS,Norway
IBL,IBL Aviation,CATOVAIR,Mauritius
IBR,Ibertour Servicios Aereos,IBERTOUR,Spain
IBS,Iberia Express,,Spain
IBT,Ibertrans Aerea,IBERTRANS,Spain
IBU,Indigo,INDIGO BLUE,United States
IBX,Ibex Airlines,IBEX,Japan
IBY,International Business Aircraft,CENTRAL STAGE,United States
IBZ,International Business Air,INTERBIZ,Sweden
ICA,Icaro,ICARFLY,Italy
ICB,Icebird Airline,ICEBIRD,Iceland
ICC,Instituto Cartografico de Cataluna,CARTO,Spain
ICD,Icaro,ICARO,Ecuador
ICE,Icelandair,ICEAIR,Iceland
ICG,Icelandic Coast Guard,ICELAND COAST,Iceland
ICJ,Icejet,ICEJET,Iceland
ICL,CAL Cargo Air Lines,CAL,Israel
ICM,Air Inter Cameroun,INTER-CAMEROUN,Cameroon
ICN,Inter-Canadian,INTER-CANADIAN,Canada
ICP,Intercopters,CHOPER,Spain
ICR,Eagle Aero,ICARUS FLIGHTS,United States
ICS,International Charter Services,INTERSERVI,Mexico
ICT,Intercontinental de Aviaci,CONTAVIA,Colombia
ICX,International Charter Xpress,INTEX,United States
IDA,Indonesia Air Transport,INTRA,Indonesia
IDE,Independence Air,INDEPENDENCE AIR,United States
IDG,IDG Technology Air,INDIGO,Czech Republic
IDL,Ildefonso Redriguez,ILDEFONSO,Mexico
IDP,Independent Air Freighters,INDEPENDENT,Australia
IDR,Indicator Company,INDICATOR,Hungary
IDS,Indonesia Sky,,Indonesia
IDX,Indonesa Air Aisa X,Red Phoenix,Indonesia
IEA,Inter European Airways,,United Kingdom
IEP,Elipiu',ELIPIU,Italy
IFA,FAI Airservice,RED ANGLE,Germany
IFC,Indian Air Force,INDIAN AIRFORCE,India
IFF,Interfreight Forwarding,INTERFREIGHT,Sudan
IFI,Air Lift,HELLAS LIFT,Greece
IFL,IFL Group,EIFEL,United States
IFS,Italy First,RIVIERA,Italy
IFT,Interflight,INTERFLIGHT,United Kingdom
IFX,International Flight Training Academy,IFTA,United States
IGA,Skytaxi,IGUANA,Poland
IGN,Interguide Air,DIVINE AIR,Nigeria
IGO,IndiGo Airlines,IFLY,India
IGS,Isle Grande Flying School,ISLA GRANDE,United States
IHE,Interjet Helicopters,INTERCOPTER,Greece
IHS,Thryluthjonustan,,Iceland
IIA,AIR INDOCHINE,,Vietnam
IIG,International Company for Transport, Trade and Public Works,ALDAWLYH AIR
IIL,India International Airways,INDIA INTER,India
IIN,Inter Islands Airlines,,Cape Verde
IIR,INAVIA Internacional,,Argentina
IJA,International Jet Aviation Services,I-JET,United States
IJE,Ivoire Jet Express,IVOIRE JET,Ivory Coast
IJM,IJM International Jet Management,JET MANAGEMENT,Austria
IJS,Silvair,,United States
IJT,Interflight (Learjet),,United Kingdom
IKA,Itek Air,ITEK-AIR,Kyrgyzstan
IKK,IKI International Airlines,IKIAIR,Japan
IKM,Aero Survey,GHANA SURVEY,Ghana
IKN,IKON FTO,IKON,Germany
IKR,Ikaros DK,IKAROS,Denmark
IKY,Intersky,GENERAL SKY,Bulgaria
ILC,Island Link,,Japan
ILF,Island Air Charters,ISLAND FLIGHT,United States
ILK,Aero Airline,ILEK,Kazakhstan
ILL,Ilyich-Avia,ILYICHAVIA,Ukraine
ILN,Interair South Africa,INLINE,South Africa
ILP,Ilpo Aruba Cargo,,Aruba
ILS,Servicios Aereos Ilsa,SERVICIOS ILSA,Mexico
ILV,Il-Avia,ILAVIA,Russia
ILW,Illinois Airways,,United States
ILY,Fly Illi,,United States
IMA,Inter-Mountain Airways,INTER-MOUNTAIN,United States
IME,Airtime Charters,AIRTIME,United Kingdom
IMN,Aerotaxis Cimarron,TAXI CIMARRON,Mexico
IMP,Hellenic Imperial Airways,IMPERIAL,Greece
IMR,Imaer,IMAER,Portugal
IMT,Imtrec Aviation,IMTREC,Cambodia
IMX,Zimex Aviation,ZIMEX,Switzerland
INA,Aero International,AERO-NACIONAL,Mexico
INC,Insel Air International,INSELAIR,Netherlands Antilles
IND,Iona National Airways,IONA,Ireland
